Using GATK jar /home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar
Running:
    java -Dsamjdk.use_async_io_read_samtools=false -Dsamjdk.use_async_io_write_samtools=true -Dsamjdk.use_async_io_write_tribble=false -Dsamjdk.compression_level=2 -jar /home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar HaplotypeCaller -R reference/chr21.fa -I results/ERR16657781_chr21_RG.bam -O results/ERR16657781_raw_variants.vcf.gz
11:19:23.544 INFO  NativeLibraryLoader - Loading libgkl_compression.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_compression.so
11:19:23.989 INFO  HaplotypeCaller - ------------------------------------------------------------
11:19:23.996 INFO  HaplotypeCaller - The Genome Analysis Toolkit (GATK) v4.6.2.0
11:19:23.996 INFO  HaplotypeCaller - For support and documentation go to https://software.broadinstitute.org/gatk/
11:19:23.996 INFO  HaplotypeCaller - Executing as maram@maram on Linux v6.18.33.1-microsoft-standard-WSL2 amd64
11:19:23.997 INFO  HaplotypeCaller - Java runtime: OpenJDK 64-Bit Server VM v17.0.18-internal+0-adhoc.conda.src
11:19:23.997 INFO  HaplotypeCaller - Start Date/Time: June 21, 2026 at 11:19:23 AM CET
11:19:23.997 INFO  HaplotypeCaller - ------------------------------------------------------------
11:19:23.998 INFO  HaplotypeCaller - ------------------------------------------------------------
11:19:23.999 INFO  HaplotypeCaller - HTSJDK Version: 4.2.0
11:19:24.000 INFO  HaplotypeCaller - Picard Version: 3.4.0
11:19:24.000 INFO  HaplotypeCaller - Built for Spark Version: 3.5.0
11:19:24.004 INFO  HaplotypeCaller - HTSJDK Defaults.COMPRESSION_LEVEL : 2
11:19:24.004 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_READ_FOR_SAMTOOLS : false
11:19:24.005 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_SAMTOOLS : true
11:19:24.005 INFO  HaplotypeCaller - HTSJDK Defaults.USE_ASYNC_IO_WRITE_FOR_TRIBBLE : false
11:19:24.005 INFO  HaplotypeCaller - Deflater: IntelDeflater
11:19:24.006 INFO  HaplotypeCaller - Inflater: IntelInflater
11:19:24.006 INFO  HaplotypeCaller - GCS max retries/reopens: 20
11:19:24.006 INFO  HaplotypeCaller - Requester pays: disabled
11:19:24.007 INFO  HaplotypeCaller - Initializing engine
11:19:24.348 INFO  HaplotypeCaller - Done initializing engine
11:19:24.363 INFO  NativeLibraryLoader - Loading libgkl_utils.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_utils.so
11:19:24.381 INFO  NativeLibraryLoader - Loading libgkl_smithwaterman.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_smithwaterman.so
11:19:24.384 INFO  SmithWatermanAligner - Using AVX accelerated SmithWaterman implementation
11:19:24.389 INFO  HaplotypeCallerEngine - Disabling physical phasing, which is supported only for reference-model confidence output
11:19:24.410 INFO  NativeLibraryLoader - Loading libgkl_pairhmm_omp.so from jar:file:/home/maram/miniconda3/envs/variant-calling/share/gatk4-4.6.2.0-0/gatk-package-4.6.2.0-local.jar!/com/intel/gkl/native/libgkl_pairhmm_omp.so
11:19:24.440 INFO  IntelPairHmm - Flush-to-zero (FTZ) is enabled when running PairHMM
11:19:24.440 INFO  IntelPairHmm - Available threads: 4
11:19:24.441 INFO  IntelPairHmm - Requested threads: 4
11:19:24.441 INFO  PairHMM - Using the OpenMP multi-threaded AVX-accelerated native PairHMM implementation
11:19:24.491 INFO  ProgressMeter - Starting traversal
11:19:24.493 INFO  ProgressMeter -        Current Locus  Elapsed Minutes     Regions Processed   Regions/Minute
11:29:13.735 INFO  ProgressMeter -        chr21:8691209              9.8                 31190           3175.9
11:29:27.307 INFO  ProgressMeter -        chr21:8699771             10.0                 31240           3109.4
11:29:37.809 INFO  ProgressMeter -        chr21:8706304             10.2                 31280           3060.1
11:29:47.897 INFO  ProgressMeter -        chr21:8770232             10.4                 31530           3034.6
11:29:58.829 INFO  ProgressMeter -        chr21:8786877             10.6                 31630           2991.8
11:30:20.146 INFO  ProgressMeter -        chr21:8807386             10.9                 31750           2905.5
11:30:32.383 INFO  ProgressMeter -        chr21:8809336             11.1                 31760           2853.2
11:30:47.455 INFO  ProgressMeter -        chr21:8810999             11.4                 31770           2791.1
11:30:58.820 INFO  ProgressMeter -        chr21:8820101             11.6                 31820           2749.7
11:31:08.919 INFO  ProgressMeter -        chr21:8825358             11.7                 31850           2712.8
11:31:23.492 INFO  ProgressMeter -        chr21:8833650             12.0                 31900           2662.0
11:31:36.412 INFO  ProgressMeter -        chr21:8841973             12.2                 31950           2619.1
11:31:50.634 INFO  ProgressMeter -        chr21:8847375             12.4                 31980           2571.6
11:32:01.383 INFO  ProgressMeter -        chr21:8856208             12.6                 32030           2539.1
11:32:11.419 INFO  ProgressMeter -        chr21:8867010             12.8                 32090           2510.5
11:32:23.205 INFO  ProgressMeter -        chr21:8881211             13.0                 32170           2478.7
11:32:33.362 INFO  ProgressMeter -        chr21:8989426             13.1                 32550           2475.7
11:32:43.790 INFO  ProgressMeter -        chr21:9007496             13.3                 32670           2452.4
11:32:54.205 INFO  ProgressMeter -        chr21:9034760             13.5                 32850           2434.2
11:33:05.346 INFO  ProgressMeter -        chr21:9054912             13.7                 32970           2409.9
11:33:15.990 INFO  ProgressMeter -        chr21:9060575             13.9                 33000           2381.2
11:33:26.582 INFO  ProgressMeter -        chr21:9079052             14.0                 33110           2359.1
11:33:36.847 INFO  ProgressMeter -        chr21:9091338             14.2                 33180           2335.6
11:33:47.827 INFO  ProgressMeter -        chr21:9104980             14.4                 33260           2311.5
11:34:00.309 INFO  ProgressMeter -        chr21:9121731             14.6                 33360           2285.4
11:34:11.948 INFO  ProgressMeter -        chr21:9136643             14.8                 33460           2262.2
11:34:22.611 INFO  ProgressMeter -        chr21:9139958             15.0                 33480           2236.7
11:34:36.369 INFO  ProgressMeter -        chr21:9152122             15.2                 33550           2207.5
11:34:46.459 INFO  ProgressMeter -        chr21:9155639             15.4                 33570           2184.7
11:34:58.098 INFO  ProgressMeter -        chr21:9165317             15.6                 33640           2161.9
11:35:08.176 INFO  ProgressMeter -        chr21:9180871             15.7                 33740           2145.2
11:35:18.660 INFO  ProgressMeter -        chr21:9191107             15.9                 33800           2125.4
11:35:34.507 INFO  ProgressMeter -        chr21:9248298             16.2                 34010           2103.7
11:35:45.479 INFO  ProgressMeter -        chr21:9256494             16.3                 34060           2083.2
11:35:57.916 INFO  ProgressMeter -        chr21:9267917             16.6                 34130           2061.4
11:36:08.224 INFO  ProgressMeter -        chr21:9274147             16.7                 34170           2042.6
11:36:18.839 INFO  ProgressMeter -        chr21:9287746             16.9                 34260           2026.5
11:36:29.887 INFO  ProgressMeter -        chr21:9299117             17.1                 34330           2008.8
11:36:45.929 INFO  ProgressMeter -        chr21:9302861             17.4                 34350           1979.0
11:37:00.605 INFO  ProgressMeter -        chr21:9304825             17.6                 34360           1952.1
11:37:16.060 INFO  ProgressMeter -        chr21:9314739             17.9                 34420           1927.3
11:37:29.125 INFO  ProgressMeter -        chr21:9321400             18.1                 34460           1906.3
11:37:41.629 INFO  ProgressMeter -        chr21:9336113             18.3                 34550           1889.5
11:37:54.167 INFO  ProgressMeter -        chr21:9342853             18.5                 34590           1870.3
11:38:04.603 INFO  ProgressMeter -        chr21:9360555             18.7                 34710           1859.3
11:38:16.095 INFO  ProgressMeter -        chr21:9374597             18.9                 34790           1844.6
11:38:27.649 INFO  ProgressMeter -        chr21:9531612             19.1                 35330           1854.3
11:38:37.932 INFO  ProgressMeter -        chr21:9539339             19.2                 35370           1839.9
11:38:48.599 INFO  ProgressMeter -        chr21:9556169             19.4                 35460           1827.7
11:39:01.856 INFO  ProgressMeter -        chr21:9566128             19.6                 35510           1809.6
11:39:12.902 INFO  ProgressMeter -        chr21:9577109             19.8                 35570           1795.8
11:39:22.921 INFO  ProgressMeter -        chr21:9588478             20.0                 35630           1783.8
11:39:37.461 INFO  ProgressMeter -        chr21:9594989             20.2                 35670           1764.4
11:39:47.834 INFO  ProgressMeter -        chr21:9612485             20.4                 35780           1754.9
11:40:02.611 INFO  ProgressMeter -        chr21:9619250             20.6                 35830           1736.3
11:40:13.175 INFO  ProgressMeter -        chr21:9660826             20.8                 36140           1736.6
11:40:24.185 INFO  ProgressMeter -        chr21:9707583             21.0                 36490           1738.0
11:40:34.666 INFO  ProgressMeter -        chr21:9769782             21.2                 36960           1745.9
11:40:47.910 INFO  ProgressMeter -        chr21:9813599             21.4                 37300           1743.8
11:40:58.819 INFO  ProgressMeter -        chr21:9847219             21.6                 37490           1737.9
11:41:13.288 INFO  ProgressMeter -        chr21:9850070             21.8                 37510           1719.6
11:41:25.773 INFO  ProgressMeter -        chr21:9864515             22.0                 37610           1707.9
11:41:36.876 INFO  ProgressMeter -        chr21:9879218             22.2                 37700           1697.7
11:41:46.922 INFO  ProgressMeter -        chr21:9896757             22.4                 37820           1690.4
11:41:57.442 INFO  ProgressMeter -        chr21:9916530             22.5                 37960           1683.4
11:42:08.401 INFO  ProgressMeter -        chr21:9937126             22.7                 38100           1676.1
11:42:23.192 INFO  ProgressMeter -        chr21:9947020             23.0                 38160           1660.7
11:42:33.561 INFO  ProgressMeter -        chr21:9956808             23.2                 38220           1650.9
11:42:44.200 INFO  ProgressMeter -        chr21:9970379             23.3                 38300           1641.8
11:42:54.338 INFO  ProgressMeter -        chr21:9986749             23.5                 38420           1635.1
11:43:05.474 INFO  ProgressMeter -       chr21:10008313             23.7                 38570           1628.6
11:43:16.133 INFO  ProgressMeter -       chr21:10023389             23.9                 38670           1620.7
11:43:26.705 INFO  ProgressMeter -       chr21:10041397             24.0                 38810           1614.6
11:43:37.183 INFO  ProgressMeter -       chr21:10062283             24.2                 38960           1609.2
11:43:47.505 INFO  ProgressMeter -       chr21:10088485             24.4                 39150           1605.6
11:43:57.517 INFO  ProgressMeter -       chr21:10101901             24.6                 39240           1598.3
11:44:07.873 INFO  ProgressMeter -       chr21:10115392             24.7                 39330           1590.8
11:44:18.070 INFO  ProgressMeter -       chr21:10123525             24.9                 39380           1582.0
11:44:28.284 INFO  ProgressMeter -       chr21:10142127             25.1                 39500           1576.0
11:44:38.880 INFO  ProgressMeter -       chr21:10154225             25.2                 39570           1567.8
11:44:49.372 INFO  ProgressMeter -       chr21:10167325             25.4                 39660           1560.5
11:44:59.480 INFO  ProgressMeter -       chr21:10326215             25.6                 40210           1571.7
11:45:11.558 INFO  ProgressMeter -       chr21:10342207             25.8                 40310           1563.3
11:45:21.886 INFO  ProgressMeter -       chr21:10355237             26.0                 40400           1556.4
11:45:32.090 INFO  ProgressMeter -       chr21:10366034             26.1                 40480           1549.4
11:45:42.446 INFO  ProgressMeter -       chr21:10387330             26.3                 40620           1544.5
11:45:52.812 INFO  ProgressMeter -       chr21:10397659             26.5                 40690           1537.1
11:46:03.513 INFO  ProgressMeter -       chr21:10412508             26.7                 40770           1529.8
11:46:13.552 INFO  ProgressMeter -       chr21:10429388             26.8                 40870           1524.0
11:46:23.862 INFO  ProgressMeter -       chr21:10438123             27.0                 40930           1516.5
11:46:34.026 INFO  ProgressMeter -       chr21:10451671             27.2                 41010           1510.0
11:46:44.492 INFO  ProgressMeter -       chr21:10478254             27.3                 41200           1507.3
11:46:57.731 INFO  ProgressMeter -       chr21:10493579             27.6                 41300           1498.9
11:47:09.232 INFO  ProgressMeter -       chr21:10520188             27.7                 41490           1495.4
11:47:21.678 INFO  ProgressMeter -       chr21:10546793             28.0                 41640           1489.6
11:47:33.468 INFO  ProgressMeter -       chr21:10557954             28.1                 41700           1481.4
11:48:17.140 INFO  ProgressMeter -       chr21:10563686             28.9                 41730           1445.1
11:48:28.398 INFO  ProgressMeter -       chr21:10565734             29.1                 41740           1436.1
11:48:39.293 INFO  ProgressMeter -       chr21:10577916             29.2                 41810           1429.6
11:48:49.582 INFO  ProgressMeter -       chr21:10583621             29.4                 41840           1422.3
11:49:00.204 INFO  ProgressMeter -       chr21:10596137             29.6                 41910           1416.1
11:49:12.144 INFO  ProgressMeter -       chr21:10608838             29.8                 41980           1409.0
11:49:24.589 INFO  ProgressMeter -       chr21:10610929             30.0                 41990           1399.6
11:49:35.700 INFO  ProgressMeter -       chr21:10620713             30.2                 42040           1392.7
11:49:45.836 INFO  ProgressMeter -       chr21:10629049             30.4                 42080           1386.2
11:49:56.295 INFO  ProgressMeter -       chr21:10638963             30.5                 42140           1380.3
11:50:06.615 INFO  ProgressMeter -       chr21:10674299             30.7                 42350           1379.4
11:50:16.959 INFO  ProgressMeter -       chr21:10702130             30.9                 42520           1377.2
11:50:31.662 INFO  ProgressMeter -       chr21:10739587             31.1                 42740           1373.4
11:50:41.879 INFO  ProgressMeter -       chr21:10753398             31.3                 42820           1368.5
11:50:52.146 INFO  ProgressMeter -       chr21:10774651             31.5                 42950           1365.2
11:51:04.670 INFO  ProgressMeter -       chr21:10789920             31.7                 43040           1359.0
11:51:15.866 INFO  ProgressMeter -       chr21:10807047             31.9                 43140           1354.2
11:51:25.941 INFO  ProgressMeter -       chr21:10988249             32.0                 44080           1376.5
11:51:35.945 INFO  ProgressMeter -       chr21:11244470             32.2                 45650           1418.1
11:51:46.611 INFO  ProgressMeter -       chr21:11521874             32.4                 47150           1456.7
11:51:59.089 INFO  ProgressMeter -       chr21:11899400             32.6                 49270           1512.4
11:52:09.204 INFO  ProgressMeter -       chr21:12015586             32.7                 49910           1524.2
11:52:19.210 INFO  ProgressMeter -       chr21:12242405             32.9                 51260           1557.5
11:53:54.441 INFO  ProgressMeter -       chr21:12282293             34.5                 51510           1493.1
11:54:14.518 INFO  ProgressMeter -       chr21:12647694             34.8                 53150           1525.8
11:54:28.402 INFO  ProgressMeter -       chr21:12975426             35.1                 54560           1556.0
11:54:44.106 INFO  ProgressMeter -       chr21:12980763             35.3                 54590           1545.3
11:54:54.383 INFO  ProgressMeter -       chr21:12989980             35.5                 54640           1539.2
11:55:15.910 INFO  ProgressMeter -       chr21:12995704             35.9                 54670           1524.7
11:55:26.236 INFO  ProgressMeter -       chr21:13003964             36.0                 54720           1518.8
11:55:37.584 INFO  ProgressMeter -       chr21:13019592             36.2                 54810           1513.3
11:55:48.617 INFO  ProgressMeter -       chr21:13028482             36.4                 54860           1507.1
11:56:00.544 INFO  ProgressMeter -       chr21:13041519             36.6                 54930           1500.8
11:56:12.660 INFO  ProgressMeter -       chr21:13049322             36.8                 54970           1493.6
11:56:27.705 INFO  ProgressMeter -       chr21:13056914             37.1                 55010           1484.6
11:56:39.268 INFO  ProgressMeter -       chr21:13068233             37.2                 55070           1478.5
11:56:50.047 INFO  ProgressMeter -       chr21:13079055             37.4                 55130           1473.0
11:57:00.269 INFO  ProgressMeter -       chr21:13084569             37.6                 55160           1467.2
11:57:12.058 INFO  ProgressMeter -       chr21:13097846             37.8                 55230           1461.4
11:57:22.362 INFO  ProgressMeter -       chr21:13108593             38.0                 55290           1456.4
11:57:35.904 INFO  ProgressMeter -       chr21:13116029             38.2                 55330           1448.8
11:57:49.063 INFO  ProgressMeter -       chr21:13133194             38.4                 55430           1443.1
11:57:59.459 INFO  ProgressMeter -       chr21:13143509             38.6                 55490           1438.2
11:58:11.575 INFO  ProgressMeter -       chr21:13153373             38.8                 55550           1432.3
11:58:21.784 INFO  ProgressMeter -       chr21:13181266             39.0                 55760           1431.4
11:58:31.855 INFO  ProgressMeter -       chr21:13229931             39.1                 56120           1434.5
11:58:42.037 INFO  ProgressMeter -       chr21:13284648             39.3                 56520           1438.4
11:58:52.348 INFO  ProgressMeter -       chr21:13327030             39.5                 56810           1439.5
11:59:02.521 INFO  ProgressMeter -       chr21:13349488             39.6                 56960           1437.2
11:59:13.316 INFO  ProgressMeter -       chr21:13360528             39.8                 57020           1432.2
11:59:23.675 INFO  ProgressMeter -       chr21:13371148             40.0                 57080           1427.5
11:59:34.438 INFO  ProgressMeter -       chr21:13405136             40.2                 57290           1426.3
11:59:44.909 INFO  ProgressMeter -       chr21:13416356             40.3                 57350           1421.7
12:00:01.082 INFO  ProgressMeter -       chr21:13427628             40.6                 57420           1413.9
12:00:13.977 INFO  ProgressMeter -       chr21:13442350             40.8                 57510           1408.7
12:00:24.121 INFO  ProgressMeter -       chr21:13464088             41.0                 57640           1406.1
12:00:34.386 INFO  ProgressMeter -       chr21:13493999             41.2                 57830           1404.8
12:00:44.416 INFO  ProgressMeter -       chr21:13514166             41.3                 57960           1402.3
12:00:54.509 INFO  ProgressMeter -       chr21:13526309             41.5                 58030           1398.3
12:01:04.616 INFO  ProgressMeter -       chr21:13539349             41.7                 58110           1394.6
12:01:14.683 INFO  ProgressMeter -       chr21:13555590             41.8                 58220           1391.6
12:01:26.026 INFO  ProgressMeter -       chr21:13575051             42.0                 58340           1388.2
12:01:39.505 INFO  ProgressMeter -       chr21:13591520             42.3                 58440           1383.2
12:01:49.795 INFO  ProgressMeter -       chr21:13609557             42.4                 58560           1380.4
12:02:01.513 INFO  ProgressMeter -       chr21:13616824             42.6                 58600           1375.0
12:02:15.522 INFO  ProgressMeter -       chr21:13626474             42.9                 58650           1368.7
12:02:27.408 INFO  ProgressMeter -       chr21:13634088             43.0                 58690           1363.3
12:02:37.428 INFO  ProgressMeter -       chr21:13638279             43.2                 58710           1358.5
12:02:48.718 INFO  ProgressMeter -       chr21:13643635             43.4                 58740           1353.3
12:02:59.049 INFO  ProgressMeter -       chr21:13648957             43.6                 58770           1348.7
12:03:11.660 INFO  ProgressMeter -       chr21:13684664             43.8                 58960           1346.5
12:03:22.256 INFO  ProgressMeter -       chr21:13804540             44.0                 59530           1354.1
12:03:33.751 INFO  ProgressMeter -       chr21:13820360             44.2                 59620           1350.3
12:03:47.753 INFO  ProgressMeter -       chr21:13830887             44.4                 59680           1344.5
12:03:58.601 INFO  ProgressMeter -       chr21:13839864             44.6                 59730           1340.2
12:04:10.255 INFO  ProgressMeter -       chr21:13849502             44.8                 59780           1335.5
12:04:23.394 INFO  ProgressMeter -       chr21:13862579             45.0                 59850           1330.5
12:04:33.728 INFO  ProgressMeter -       chr21:13875725             45.2                 59920           1327.0
12:04:44.261 INFO  ProgressMeter -       chr21:13889139             45.3                 60000           1323.6
12:04:58.455 INFO  ProgressMeter -       chr21:13903142             45.6                 60080           1318.5
12:05:08.465 INFO  ProgressMeter -       chr21:13910265             45.7                 60120           1314.6
12:05:18.633 INFO  ProgressMeter -       chr21:13920080             45.9                 60170           1310.8
12:05:29.258 INFO  ProgressMeter -       chr21:13923941             46.1                 60190           1306.2
12:05:39.781 INFO  ProgressMeter -       chr21:13929160             46.3                 60220           1301.9
12:05:50.076 INFO  ProgressMeter -       chr21:13946953             46.4                 60320           1299.3
12:06:00.493 INFO  ProgressMeter -       chr21:13964384             46.6                 60430           1296.8
12:06:11.972 INFO  ProgressMeter -       chr21:13968599             46.8                 60450           1291.9
12:06:22.805 INFO  ProgressMeter -       chr21:13977766             47.0                 60500           1288.0
12:06:34.476 INFO  ProgressMeter -       chr21:13992600             47.2                 60590           1284.6
12:06:54.649 INFO  ProgressMeter -       chr21:13994233             47.5                 60600           1275.7
12:07:05.220 INFO  ProgressMeter -       chr21:13999014             47.7                 60630           1271.6
12:07:15.247 INFO  ProgressMeter -       chr21:14036889             47.8                 60870           1272.2
12:07:25.916 INFO  ProgressMeter -       chr21:14054627             48.0                 60980           1269.8
